Rk,Team,Date▲,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
627,MIN,2023-12-02,123,@,CHO,W 123-117,240,43,84,.512,32,53,.604,11,31,.355,26,30,.867,123,44,91,.484,32,66,.485,12,25,.480,17,19,.895,117
628,GSW,2023-11-28,123,@,SAC,L 123-124,240,40,83,.482,23,42,.548,17,41,.415,26,30,.867,123,41,91,.451,26,47,.553,15,44,.341,27,42,.643,124
629,OKC,2023-11-25,123,,PHI,L 123-127,240,43,98,.439,27,55,.491,16,43,.372,21,26,.808,123,38,83,.458,24,42,.571,14,41,.341,37,45,.822,127
630,PHO,2023-11-22,123,,GSW,W 123-115,240,34,76,.447,23,48,.479,11,28,.393,44,52,.846,123,43,90,.478,33,58,.569,10,32,.313,19,29,.655,115
631,GSW,2023-11-18,123,,OKC,L 123-130 (OT),265,44,97,.454,26,51,.510,18,46,.391,17,21,.810,123,52,100,.520,44,77,.571,8,23,.348,18,20,.900,130
632,OKC,2023-11-14,123,,SAS,W 123-87,240,46,89,.517,31,50,.620,15,39,.385,16,20,.800,123,36,93,.387,27,63,.429,9,30,.300,6,9,.667,87
633,TOR,2023-11-05,123,@,SAS,W 123-116 (OT),265,44,97,.454,25,49,.510,19,48,.396,16,26,.615,123,48,96,.500,38,64,.594,10,32,.313,10,13,.769,116
634,ATL,2023-11-04,123,@,NOP,W 123-105,240,45,93,.484,31,52,.596,14,41,.341,19,24,.792,123,40,84,.476,32,53,.604,8,31,.258,17,21,.810,105
635,DEN,2023-11-04,123,,CHI,W 123-101,240,42,81,.519,26,45,.578,16,36,.444,23,30,.767,123,39,86,.453,32,60,.533,7,26,.269,16,23,.696,101
636,MIN,2023-11-04,123,,UTA,W 123-95,240,45,81,.556,36,57,.632,9,24,.375,24,31,.774,123,35,91,.385,23,48,.479,12,43,.279,13,17,.765,95
637,LAC,2023-10-29,123,,SAS,W 123-83,240,47,91,.516,31,49,.633,16,42,.381,13,21,.619,123,30,80,.375,19,47,.404,11,33,.333,12,16,.750,83
638,LAC,2023-10-25,123,,POR,W 123-111,240,47,90,.522,31,56,.554,16,34,.471,13,16,.813,123,44,93,.473,34,61,.557,10,32,.313,13,17,.765,111
639,WAS,2024-04-14,122,@,BOS,L 122-132,240,49,103,.476,35,65,.538,14,38,.368,10,10,1.000,122,51,89,.573,35,57,.614,16,32,.500,14,21,.667,132
640,WAS,2024-04-07,122,@,TOR,L 122-130,240,42,89,.472,26,49,.531,16,40,.400,22,30,.733,122,49,96,.510,38,65,.585,11,31,.355,21,28,.750,130
641,NYK,2024-04-07,122,@,MIL,W 122-109,240,45,92,.489,31,63,.492,14,29,.483,18,22,.818,122,35,75,.467,23,41,.561,12,34,.353,27,32,.844,109
642,PHO,2024-04-03,122,,CLE,W 122-101,240,44,87,.506,26,54,.481,18,33,.545,16,17,.941,122,39,83,.470,32,57,.561,7,26,.269,16,19,.842,101
643,MIL,2024-03-30,122,@,ATL,W 122-113,240,43,78,.551,35,50,.700,8,28,.286,28,35,.800,122,42,92,.457,28,57,.491,14,35,.400,15,18,.833,113
644,BOS,2024-03-28,122,@,ATL,L 122-123 (OT),265,45,94,.479,31,58,.534,14,36,.389,18,21,.857,122,51,104,.490,36,60,.600,15,44,.341,6,10,.600,123
645,BRK,2024-03-27,122,@,WAS,W 122-119 (OT),265,47,98,.480,37,65,.569,10,33,.303,18,23,.783,122,46,91,.505,32,57,.561,14,34,.412,13,17,.765,119
646,BOS,2024-03-20,122,,MIL,W 122-119,240,40,85,.471,22,45,.489,18,40,.450,24,29,.828,122,45,84,.536,28,49,.571,17,35,.486,12,14,.857,119
647,IND,2024-03-20,122,@,DET,W 122-103,240,50,88,.568,39,59,.661,11,29,.379,11,18,.611,122,37,90,.411,32,67,.478,5,23,.217,24,30,.800,103
648,SAS,2024-03-17,122,,BRK,W 122-115 (OT),265,46,99,.465,37,62,.597,9,37,.243,21,23,.913,122,47,102,.461,39,71,.549,8,31,.258,13,19,.684,115
649,ATL,2024-03-15,122,@,UTA,L 122-124,240,41,92,.446,21,53,.396,20,39,.513,20,27,.741,122,46,90,.511,32,54,.593,14,36,.389,18,20,.900,124
650,MIL,2024-03-08,122,@,LAL,L 122-123,240,46,93,.495,30,52,.577,16,41,.390,14,17,.824,122,47,90,.522,31,56,.554,16,34,.471,13,19,.684,123
651,GSW,2024-03-07,122,,CHI,L 122-125,240,44,97,.454,33,55,.600,11,42,.262,23,28,.821,122,46,87,.529,30,51,.588,16,36,.444,17,23,.739,125
652,LAC,2024-03-06,122,@,HOU,W 122-116,240,44,80,.550,32,51,.627,12,29,.414,22,26,.846,122,45,94,.479,29,57,.509,16,37,.432,10,17,.588,116
653,POR,2024-03-01,122,@,MEM,W 122-92,240,48,92,.522,35,61,.574,13,31,.419,13,16,.813,122,35,79,.443,26,55,.473,9,24,.375,13,22,.591,92
654,IND,2024-02-26,122,,TOR,L 122-130,240,46,100,.460,33,58,.569,13,42,.310,17,23,.739,122,53,96,.552,41,68,.603,12,28,.429,12,17,.706,130
655,SAS,2024-02-22,122,@,SAC,L 122-127,240,50,98,.510,39,73,.534,11,25,.440,11,16,.688,122,52,93,.559,39,60,.650,13,33,.394,10,14,.714,127
656,CHO,2024-02-14,122,,ATL,W 122-99,240,44,89,.494,29,52,.558,15,37,.405,19,20,.950,122,36,89,.404,27,51,.529,9,38,.237,18,20,.900,99
657,UTA,2024-02-14,122,,LAL,L 122-138,240,49,101,.485,35,56,.625,14,45,.311,10,13,.769,122,52,91,.571,38,60,.633,14,31,.452,20,24,.833,138
658,SAS,2024-02-12,122,@,TOR,W 122-99,240,46,87,.529,35,57,.614,11,30,.367,19,23,.826,122,39,98,.398,31,67,.463,8,31,.258,13,16,.813,99
659,ATL,2024-02-10,122,,HOU,W 122-113,240,40,88,.455,26,47,.553,14,41,.341,28,37,.757,122,44,100,.440,31,57,.544,13,43,.302,12,19,.632,113
660,NOP,2024-02-09,122,@,LAL,L 122-139,240,46,89,.517,35,60,.583,11,29,.379,19,23,.826,122,49,88,.557,35,57,.614,14,31,.452,27,32,.844,139
661,DAL,2024-02-08,122,@,NYK,W 122-108,240,43,82,.524,25,40,.625,18,42,.429,18,23,.783,122,42,94,.447,28,57,.491,14,37,.378,10,11,.909,108
662,POR,2024-02-08,122,,DET,L 122-128 (OT),265,41,89,.461,30,59,.508,11,30,.367,29,33,.879,122,45,93,.484,29,66,.439,16,27,.593,22,31,.710,128
663,IND,2024-02-02,122,,SAC,L 122-133,240,46,85,.541,36,56,.643,10,29,.345,20,24,.833,122,51,90,.567,38,56,.679,13,34,.382,18,28,.643,133
664,LAL,2024-01-30,122,@,ATL,L 122-138,240,48,90,.533,36,57,.632,12,33,.364,14,25,.560,122,53,101,.525,37,63,.587,16,38,.421,16,18,.889,138
665,CHO,2024-01-27,122,,UTA,L 122-134,240,47,92,.511,34,60,.567,13,32,.406,15,21,.714,122,52,93,.559,35,52,.673,17,41,.415,13,17,.765,134
666,PHI,2024-01-25,122,@,IND,L 122-134,240,42,87,.483,35,58,.603,7,29,.241,31,43,.721,122,53,93,.570,41,65,.631,12,28,.429,16,21,.762,134
667,NYK,2024-01-25,122,,DEN,W 122-84,240,45,85,.529,30,47,.638,15,38,.395,17,20,.850,122,34,84,.405,29,58,.500,5,26,.192,11,13,.846,84
668,SAC,2024-01-22,122,,ATL,W 122-107,240,43,93,.462,31,55,.564,12,38,.316,24,27,.889,122,36,93,.387,22,53,.415,14,40,.350,21,27,.778,107
669,MIL,2024-01-22,122,@,DET,W 122-113,240,42,94,.447,32,55,.582,10,39,.256,28,34,.824,122,40,89,.449,30,59,.508,10,30,.333,23,29,.793,113
670,CHI,2024-01-13,122,@,SAS,W 122-116,240,46,90,.511,31,56,.554,15,34,.441,15,20,.750,122,39,95,.411,21,49,.429,18,46,.391,20,23,.870,116
671,MIN,2024-01-05,122,@,HOU,W 122-95,240,46,88,.523,32,55,.582,14,33,.424,16,20,.800,122,36,90,.400,24,58,.414,12,32,.375,11,15,.733,95
672,ORL,2024-01-05,122,@,DEN,W 122-120,240,41,82,.500,24,46,.522,17,36,.472,23,34,.676,122,48,95,.505,39,62,.629,9,33,.273,15,19,.789,120
673,PHO,2024-01-03,122,,LAC,L 122-131,240,42,79,.532,27,44,.614,15,35,.429,23,26,.885,122,42,76,.553,24,42,.571,18,34,.529,29,32,.906,131
674,IND,2024-01-01,122,@,MIL,W 122-113,240,43,97,.443,38,62,.613,5,35,.143,31,38,.816,122,41,93,.441,31,53,.585,10,40,.250,21,26,.808,113
675,GSW,2023-12-30,122,,DAL,L 122-132,240,47,103,.456,28,55,.509,19,48,.396,9,13,.692,122,49,88,.557,33,48,.688,16,40,.400,18,22,.818,132
676,DET,2023-12-28,122,@,BOS,L 122-128 (OT),265,48,101,.475,34,58,.586,14,43,.326,12,19,.632,122,48,99,.485,37,60,.617,11,39,.282,21,25,.840,128
677,BRK,2023-12-27,122,,MIL,L 122-144,240,45,101,.446,38,69,.551,7,32,.219,25,29,.862,122,52,89,.584,29,38,.763,23,51,.451,17,23,.739,144
678,MIL,2023-12-25,122,@,NYK,L 122-129,240,45,95,.474,32,53,.604,13,42,.310,19,24,.792,122,50,92,.543,42,66,.636,8,26,.308,21,26,.808,129
679,MIA,2023-12-22,122,,ATL,W 122-113,240,40,86,.465,23,47,.489,17,39,.436,25,30,.833,122,42,96,.438,23,42,.548,19,54,.352,10,14,.714,113
680,DEN,2023-12-22,122,@,BRK,W 122-117,240,45,87,.517,34,61,.557,11,26,.423,21,25,.840,122,43,89,.483,30,56,.536,13,33,.394,18,26,.692,117
681,HOU,2023-12-22,122,,DAL,W 122-96,240,46,95,.484,35,57,.614,11,38,.289,19,23,.826,122,35,101,.347,28,61,.459,7,40,.175,19,26,.731,96
682,NYK,2023-12-16,122,@,LAC,L 122-144,240,44,94,.468,33,59,.559,11,35,.314,23,26,.885,122,50,88,.568,34,55,.618,16,33,.485,28,34,.824,144
683,PHO,2023-12-15,122,,NYK,L 122-139,240,47,90,.522,36,62,.581,11,28,.393,17,21,.810,122,49,82,.598,32,53,.604,17,29,.586,24,28,.857,139
684,UTA,2023-12-14,122,@,POR,W 122-114,240,49,92,.533,38,59,.644,11,33,.333,13,14,.929,122,43,103,.417,27,58,.466,16,45,.356,12,18,.667,114
685,WAS,2023-12-13,122,,NOP,L 122-142,240,42,82,.512,23,38,.605,19,44,.432,19,24,.792,122,50,96,.521,34,62,.548,16,34,.471,26,30,.867,142
686,LAL,2023-12-13,122,@,SAS,W 122-119,240,49,91,.538,35,56,.625,14,35,.400,10,17,.588,122,45,96,.469,29,59,.492,16,37,.432,13,18,.722,119
687,ATL,2023-12-11,122,,DEN,L 122-129,240,44,96,.458,27,52,.519,17,44,.386,17,18,.944,122,47,88,.534,35,59,.593,12,29,.414,23,29,.793,129
688,NYK,2023-12-05,122,@,MIL,L 122-146,240,43,87,.494,36,64,.563,7,23,.304,29,33,.879,122,55,91,.604,32,53,.604,23,38,.605,13,19,.684,146
689,IND,2023-12-04,122,,BOS,W 122-112,240,43,94,.457,24,54,.444,19,40,.475,17,21,.810,122,46,97,.474,34,56,.607,12,41,.293,8,12,.667,112
690,CLE,2023-11-21,122,@,PHI,W 122-119 (OT),265,46,94,.489,37,69,.536,9,25,.360,21,25,.840,122,40,96,.417,29,61,.475,11,35,.314,28,34,.824,119
691,NYK,2023-11-18,122,@,CHO,W 122-108,240,46,91,.505,30,54,.556,16,37,.432,14,19,.737,122,40,82,.488,23,47,.489,17,35,.486,11,13,.846,108
692,MIA,2023-11-16,122,,BRK,W 122-115,240,42,81,.519,27,46,.587,15,35,.429,23,24,.958,122,40,85,.471,26,49,.531,14,36,.389,21,27,.778,115
693,LAL,2023-11-10,122,@,PHO,W 122-119,240,42,84,.500,30,57,.526,12,27,.444,26,34,.765,122,42,94,.447,27,57,.474,15,37,.405,20,27,.741,119
694,MIN,2023-11-08,122,,NOP,W 122-101,240,45,82,.549,30,45,.667,15,37,.405,17,24,.708,122,36,93,.387,28,65,.431,8,28,.286,21,22,.955,101
695,HOU,2023-11-06,122,,SAC,W 122-97,240,43,75,.573,28,44,.636,15,31,.484,21,27,.778,122,36,81,.444,22,41,.537,14,40,.350,11,20,.550,97
696,MIL,2023-10-30,122,,MIA,W 122-114,240,44,87,.506,32,50,.640,12,37,.324,22,30,.733,122,41,86,.477,28,52,.538,13,34,.382,19,20,.950,114
697,GSW,2023-10-27,122,@,SAC,W 122-114,240,48,87,.552,34,55,.618,14,32,.438,12,14,.857,122,41,94,.436,29,54,.537,12,40,.300,20,29,.690,114
698,HOU,2023-10-27,122,@,SAS,L 122-126 (OT),265,52,100,.520,44,68,.647,8,32,.250,10,20,.500,122,46,94,.489,33,52,.635,13,42,.310,21,28,.750,126
699,SAC,2024-04-14,121,,POR,W 121-82,240,43,87,.494,30,53,.566,13,34,.382,22,27,.815,121,31,98,.316,24,53,.453,7,45,.156,13,17,.765,82
700,SAS,2024-04-12,121,,DEN,W 121-120,240,45,85,.529,30,52,.577,15,33,.455,16,23,.696,121,49,97,.505,36,61,.590,13,36,.361,9,10,.900,120
701,HOU,2024-04-11,121,@,UTA,L 121-124,240,40,95,.421,19,48,.396,21,47,.447,20,22,.909,121,44,87,.506,30,48,.625,14,39,.359,22,27,.815,124
702,WAS,2024-04-09,121,@,MIN,L 121-130,240,44,89,.494,24,46,.522,20,43,.465,13,17,.765,121,43,90,.478,25,49,.510,18,41,.439,26,32,.813,130
703,OKC,2024-04-07,121,@,CHO,W 121-118,240,45,87,.517,27,51,.529,18,36,.500,13,17,.765,121,45,83,.542,28,43,.651,17,40,.425,11,14,.786,118
704,ATL,2024-04-03,121,,DET,W 121-113,240,49,90,.544,36,52,.692,13,38,.342,10,15,.667,121,43,94,.457,33,64,.516,10,30,.333,17,21,.810,113
705,PHI,2024-03-24,121,@,LAC,W 121-107,240,48,90,.533,30,53,.566,18,37,.486,7,9,.778,121,40,83,.482,30,55,.545,10,28,.357,17,18,.944,107
706,MIA,2024-03-24,121,,CLE,W 121-84,240,43,83,.518,28,45,.622,15,38,.395,20,23,.870,121,30,72,.417,21,43,.488,9,29,.310,15,20,.750,84
707,ORL,2024-03-21,121,,NOP,W 121-106,240,47,86,.547,33,50,.660,14,36,.389,13,19,.684,121,42,78,.538,36,58,.621,6,20,.300,16,21,.762,106
708,SAC,2024-03-18,121,,MEM,W 121-111 (OT),265,42,94,.447,31,59,.525,11,35,.314,26,32,.813,121,37,98,.378,24,60,.400,13,38,.342,24,30,.800,111
709,IND,2024-03-16,121,,BRK,W 121-100,240,50,105,.476,44,75,.587,6,30,.200,15,16,.938,121,33,77,.429,23,52,.442,10,25,.400,24,31,.774,100
710,LAL,2024-03-16,121,,GSW,L 121-128,240,47,92,.511,35,58,.603,12,34,.353,15,18,.833,121,51,97,.526,37,63,.587,14,34,.412,12,15,.800,128
711,IND,2024-03-12,121,@,OKC,W 121-111,240,48,89,.539,39,61,.639,9,28,.321,16,19,.842,121,43,99,.434,29,62,.468,14,37,.378,11,15,.733,111
712,BOS,2024-03-11,121,@,POR,W 121-99,240,49,100,.490,34,60,.567,15,40,.375,8,12,.667,121,39,87,.448,29,59,.492,10,28,.357,11,11,1.000,99
713,UTA,2024-03-09,121,@,DEN,L 121-142,240,47,94,.500,39,68,.574,8,26,.308,19,25,.760,121,55,83,.663,36,51,.706,19,32,.594,13,16,.813,142
714,PHI,2024-03-01,121,,CHO,W 121-114,240,46,96,.479,27,52,.519,19,44,.432,10,11,.909,121,43,84,.512,29,51,.569,14,33,.424,14,17,.824,114
715,CLE,2024-02-27,121,,DAL,W 121-119,240,44,83,.530,24,43,.558,20,40,.500,13,18,.722,121,48,91,.527,34,58,.586,14,33,.424,9,15,.600,119
716,MIA,2024-02-26,121,@,SAC,W 121-110,240,45,87,.517,34,57,.596,11,30,.367,20,25,.800,121,45,85,.529,32,53,.604,13,32,.406,7,12,.583,110
717,ATL,2024-02-23,121,,TOR,L 121-123,240,46,106,.434,34,67,.507,12,39,.308,17,24,.708,121,50,102,.490,35,63,.556,15,39,.385,8,8,1.000,123
718,TOR,2024-02-22,121,,BRK,W 121-93,240,41,84,.488,27,53,.509,14,31,.452,25,30,.833,121,33,80,.413,22,43,.512,11,37,.297,16,22,.727,93
719,MEM,2024-02-14,121,,HOU,W 121-113,240,39,79,.494,24,44,.545,15,35,.429,28,41,.683,121,42,102,.412,31,66,.470,11,36,.306,18,28,.643,113
720,MIN,2024-02-13,121,@,POR,W 121-109,240,39,84,.464,26,51,.510,13,33,.394,30,34,.882,121,39,87,.448,28,58,.483,11,29,.379,20,25,.800,109
721,CLE,2024-02-12,121,,PHI,L 121-123,240,44,92,.478,31,55,.564,13,37,.351,20,25,.800,121,48,88,.545,37,62,.597,11,26,.423,16,19,.842,123
722,MIN,2024-02-12,121,@,LAC,W 121-100,240,46,86,.535,35,52,.673,11,34,.324,18,19,.947,121,34,84,.405,25,56,.446,9,28,.321,23,26,.885,100
723,PHI,2024-02-09,121,,ATL,L 121-127,240,42,98,.429,27,53,.509,15,45,.333,22,29,.759,121,42,81,.519,26,45,.578,16,36,.444,27,33,.818,127
724,MIA,2024-02-06,121,,ORL,W 121-95,240,47,87,.540,34,51,.667,13,36,.361,14,18,.778,121,35,80,.438,25,45,.556,10,35,.286,15,21,.714,95
725,PHI,2024-02-03,121,,BRK,L 121-136,240,44,96,.458,32,67,.478,12,29,.414,21,27,.778,121,49,95,.516,29,44,.659,20,51,.392,18,23,.783,136
726,GSW,2024-02-02,121,@,MEM,W 121-101,240,46,83,.554,35,54,.648,11,29,.379,18,22,.818,121,35,87,.402,21,41,.512,14,46,.304,17,24,.708,101
727,MIN,2024-01-31,121,,DAL,W 121-87,240,45,80,.563,32,50,.640,13,30,.433,18,30,.600,121,31,76,.408,25,47,.532,6,29,.207,19,26,.731,87
728,DET,2024-01-31,121,@,CLE,L 121-128,240,45,81,.556,29,50,.580,16,31,.516,15,19,.789,121,47,89,.528,35,54,.648,12,35,.343,22,23,.957,128
729,SAC,2024-01-18,121,,IND,L 121-126,240,44,85,.518,29,48,.604,15,37,.405,18,32,.563,121,49,89,.551,36,56,.643,13,33,.394,15,19,.789,126
730,TOR,2024-01-17,121,,MIA,W 121-97,240,45,88,.511,25,50,.500,20,38,.526,11,18,.611,121,41,90,.456,35,62,.565,6,28,.214,9,12,.750,97
731,DEN,2024-01-16,121,@,PHI,L 121-126,240,45,89,.506,33,60,.550,12,29,.414,19,25,.760,121,43,76,.566,28,45,.622,15,31,.484,25,34,.735,126
732,MEM,2024-01-07,121,@,PHO,W 121-115,240,43,97,.443,26,48,.542,17,49,.347,18,24,.750,121,46,102,.451,38,74,.514,8,28,.286,15,22,.682,115
733,NYK,2024-01-06,121,@,WAS,W 121-105,240,43,87,.494,29,51,.569,14,36,.389,21,24,.875,121,40,85,.471,27,48,.563,13,37,.351,12,20,.600,105
734,SAS,2024-01-04,121,,MIL,L 121-125,240,46,95,.484,32,55,.582,14,40,.350,15,17,.882,121,49,92,.533,37,58,.638,12,34,.353,15,19,.789,125
735,GSW,2024-01-02,121,,ORL,W 121-115,240,42,78,.538,29,43,.674,13,35,.371,24,37,.649,121,41,92,.446,27,56,.482,14,36,.389,19,23,.826,115
736,LAC,2024-01-01,121,,MIA,W 121-104,240,47,80,.588,33,51,.647,14,29,.483,13,14,.929,121,35,83,.422,24,49,.490,11,34,.324,23,29,.793,104
737,CLE,2024-01-01,121,@,TOR,L 121-124,240,43,89,.483,31,53,.585,12,36,.333,23,26,.885,121,42,87,.483,31,57,.544,11,30,.367,29,40,.725,124
738,PHI,2023-12-22,121,,TOR,W 121-111,240,44,83,.530,30,52,.577,14,31,.452,19,21,.905,121,39,87,.448,30,54,.556,9,33,.273,24,28,.857,111
739,NYK,2023-12-20,121,@,BRK,W 121-102,240,44,95,.463,31,62,.500,13,33,.394,20,25,.800,121,37,101,.366,22,54,.407,15,47,.319,13,17,.765,102
740,LAC,2023-12-14,121,,GSW,W 121-113,240,41,81,.506,28,49,.571,13,32,.406,26,30,.867,121,40,92,.435,24,47,.511,16,45,.356,17,19,.895,113
741,NOP,2023-12-11,121,,MIN,W 121-107,240,40,82,.488,30,55,.545,10,27,.370,31,40,.775,121,40,91,.440,27,55,.491,13,36,.361,14,19,.737,107
742,CHI,2023-12-08,121,@,SAS,W 121-112,240,47,102,.461,34,74,.459,13,28,.464,14,24,.583,121,39,83,.470,22,41,.537,17,42,.405,17,20,.850,112
743,CLE,2023-12-06,121,,ORL,W 121-111,240,46,86,.535,32,52,.615,14,34,.412,15,20,.750,121,41,84,.488,39,61,.639,2,23,.087,27,37,.730,111
744,ATL,2023-12-02,121,@,MIL,L 121-132,240,45,101,.446,30,63,.476,15,38,.395,16,21,.762,121,53,89,.596,39,56,.696,14,33,.424,12,15,.800,132
745,NOP,2023-12-01,121,,SAS,W 121-106,240,42,85,.494,32,54,.593,10,31,.323,27,29,.931,121,38,83,.458,22,44,.500,16,39,.410,14,17,.824,106
746,DAL,2023-11-28,121,,HOU,W 121-115,240,42,89,.472,30,55,.545,12,34,.353,25,29,.862,121,42,85,.494,34,56,.607,8,29,.276,23,29,.793,115
747,LAL,2023-11-25,121,@,CLE,W 121-115,240,47,90,.522,38,63,.603,9,27,.333,18,21,.857,121,43,91,.473,34,63,.540,9,28,.321,20,23,.870,115
748,TOR,2023-11-24,121,,CHI,W 121-108,240,44,83,.530,31,44,.705,13,39,.333,20,27,.741,121,42,82,.512,30,55,.545,12,27,.444,12,19,.632,108
749,POR,2023-11-22,121,,UTA,W 121-105,240,47,92,.511,30,53,.566,17,39,.436,10,15,.667,121,37,79,.468,27,48,.563,10,31,.323,21,26,.808,105
750,GSW,2023-11-20,121,,HOU,W 121-116,240,36,77,.468,15,34,.441,21,43,.488,28,33,.848,121,44,95,.463,31,54,.574,13,41,.317,15,19,.789,116
751,CHO,2023-11-20,121,,BOS,W 121-118 (OT),265,46,104,.442,33,65,.508,13,39,.333,16,17,.941,121,42,97,.433,26,47,.553,16,50,.320,18,28,.643,118
752,PHI,2023-11-19,121,@,BRK,W 121-99,240,44,94,.468,28,59,.475,16,35,.457,17,18,.944,121,38,81,.469,27,53,.509,11,28,.393,12,16,.750,99
753,CLE,2023-11-19,121,,DEN,W 121-109,240,45,82,.549,34,55,.618,11,27,.407,20,26,.769,121,39,82,.476,25,53,.472,14,29,.483,17,23,.739,109
754,MIN,2023-11-18,121,@,NOP,W 121-120,240,43,80,.538,30,49,.612,13,31,.419,22,27,.815,121,44,86,.512,32,57,.561,12,29,.414,20,23,.870,120
755,BOS,2023-11-10,121,,BRK,W 121-107,240,41,94,.436,22,42,.524,19,52,.365,20,28,.714,121,38,85,.447,23,48,.479,15,37,.405,16,18,.889,107
756,MEM,2023-11-10,121,,UTA,L 121-127,240,46,101,.455,27,53,.509,19,48,.396,10,13,.769,121,41,76,.539,23,39,.590,18,37,.486,27,29,.931,127
757,SAC,2023-11-08,121,,POR,W 121-118 (OT),265,41,89,.461,30,52,.577,11,37,.297,28,38,.737,121,44,87,.506,36,65,.554,8,22,.364,22,29,.759,118
758,IND,2023-11-03,121,,CLE,W 121-116,240,45,86,.523,30,55,.545,15,31,.484,16,24,.667,121,44,84,.524,36,56,.643,8,28,.286,20,25,.800,116
759,MIA,2023-11-03,121,,WAS,W 121-114,240,48,80,.600,35,53,.660,13,27,.481,12,14,.857,121,46,81,.568,33,53,.623,13,28,.464,9,17,.529,114
760,PHO,2023-11-02,121,,SAS,L 121-132,240,43,80,.538,27,48,.563,16,32,.500,19,26,.731,121,51,98,.520,33,61,.541,18,37,.486,12,13,.923,132
761,WAS,2023-11-01,121,@,ATL,L 121-130,240,51,101,.505,41,61,.672,10,40,.250,9,14,.643,121,46,92,.500,37,60,.617,9,32,.281,29,32,.906,130
762,CHO,2023-10-30,121,,BRK,L 121-133,240,47,96,.490,39,65,.600,8,31,.258,19,20,.950,121,49,87,.563,37,54,.685,12,33,.364,23,32,.719,133
763,CHO,2024-04-14,120,@,CLE,W 120-110,240,46,91,.505,27,51,.529,19,40,.475,9,11,.818,120,44,93,.473,28,60,.467,16,33,.485,6,9,.667,110
764,NYK,2024-04-14,120,,CHI,W 120-119 (OT),265,46,91,.505,34,59,.576,12,32,.375,16,21,.762,120,49,101,.485,41,70,.586,8,31,.258,13,16,.813,119
765,IND,2024-04-12,120,@,CLE,L 120-129,240,46,89,.517,37,57,.649,9,32,.281,19,22,.864,120,50,95,.526,37,63,.587,13,32,.406,16,23,.696,129
766,DEN,2024-04-12,120,@,SAS,L 120-121,240,49,97,.505,36,61,.590,13,36,.361,9,10,.900,120,45,85,.529,30,52,.577,15,33,.455,16,23,.696,121
767,MEM,2024-04-12,120,,LAL,L 120-123,240,43,95,.453,26,56,.464,17,39,.436,17,21,.810,120,42,81,.519,29,44,.659,13,37,.351,26,34,.765,123
768,PHI,2024-04-09,120,,DET,W 120-102,240,44,98,.449,31,61,.508,13,37,.351,19,23,.826,120,34,84,.405,20,54,.370,14,30,.467,20,24,.833,102
769,LAL,2024-04-09,120,,GSW,L 120-134,240,44,96,.458,32,61,.525,12,35,.343,20,24,.833,120,47,80,.588,21,39,.538,26,41,.634,14,21,.667,134
770,LAC,2024-04-07,120,,CLE,W 120-118,240,41,84,.488,27,49,.551,14,35,.400,24,24,1.000,120,42,88,.477,31,58,.534,11,30,.367,23,27,.852,118
771,NYK,2024-04-04,120,,SAC,W 120-109,240,44,80,.550,32,52,.615,12,28,.429,20,29,.690,120,42,86,.488,24,44,.545,18,42,.429,7,12,.583,109
772,WAS,2024-04-03,120,,LAL,L 120-125,240,45,91,.495,27,49,.551,18,42,.429,12,13,.923,120,46,91,.505,38,63,.603,8,28,.286,25,29,.862,125
773,TOR,2024-03-31,120,,PHI,L 120-135,240,47,90,.522,36,60,.600,11,30,.367,15,20,.750,120,49,83,.590,25,40,.625,24,43,.558,13,16,.813,135
774,ATL,2024-03-27,120,,POR,W 120-106,240,44,85,.518,28,44,.636,16,41,.390,16,20,.800,120,43,85,.506,29,54,.537,14,31,.452,6,10,.600,106
775,ATL,2024-03-25,120,,BOS,W 120-118,240,46,87,.529,28,51,.549,18,36,.500,10,17,.588,120,47,95,.495,36,57,.632,11,38,.289,13,19,.684,118
776,SAC,2024-03-13,120,,LAL,W 120-107,240,46,88,.523,27,47,.574,19,41,.463,9,12,.750,120,38,78,.487,24,46,.522,14,32,.438,17,22,.773,107
777,BRK,2024-03-10,120,@,CLE,W 120-101,240,42,79,.532,24,44,.545,18,35,.514,18,20,.900,120,37,76,.487,23,44,.523,14,32,.438,13,20,.650,101
778,LAL,2024-03-10,120,,MIN,W 120-109,240,44,83,.530,34,59,.576,10,24,.417,22,29,.759,120,41,97,.423,25,51,.490,16,46,.348,11,13,.846,109
779,PHO,2024-03-07,120,,TOR,W 120-113,240,44,86,.512,29,51,.569,15,35,.429,17,20,.850,120,43,94,.457,27,50,.540,16,44,.364,11,15,.733,113
780,LAL,2024-03-06,120,,SAC,L 120-130,240,42,81,.519,27,49,.551,15,32,.469,21,25,.840,120,54,97,.557,42,66,.636,12,31,.387,10,12,.833,130
781,POR,2024-03-06,120,,OKC,L 120-128,240,41,81,.506,27,47,.574,14,34,.412,24,27,.889,120,43,74,.581,34,52,.654,9,22,.409,33,39,.846,128
782,DAL,2024-03-05,120,,IND,L 120-137,240,45,93,.484,32,54,.593,13,39,.333,17,21,.810,120,50,93,.538,32,54,.593,18,39,.462,19,24,.792,137
